Observe,Shannon,J,Group,study
60,3.07769674416337,0.751694611284262,Normal,Hale_17
82,3.26976334187057,0.741994930559845,Normal,Hale_17
69,3.45013537781587,0.814843786775279,Normal,Hale_17
100,3.58047464375687,0.777490190189061,Normal,Hale_17
98,3.64976732013615,0.796029053011825,Normal,Hale_17
99,3.70839180263794,0.807028309072139,Normal,Hale_17
80,3.19236296301847,0.728512907191869,Normal,Hale_17
84,3.40340688501162,0.768121779690844,Normal,Hale_17
91,3.14101138093506,0.696322148006878,Normal,Hale_17
93,3.62440897876888,0.799631422154936,CRC,Hale_17
79,3.33020514588983,0.762156972307056,Normal,Hale_17
70,3.17239884323118,0.746711167717089,Normal,Hale_17
106,3.75810220541567,0.805864969944724,Normal,Hale_17
90,3.43958696625118,0.764384989198606,Normal,Hale_17
96,3.56363718839814,0.780754893997718,Normal,Hale_17
93,3.52836857684798,0.778442609407202,Normal,Hale_17
107,3.47416365143298,0.743481898119438,Normal,Hale_17
57,2.58067737179677,0.638299442880667,Normal,Hale_17
57,2.5215160423127,0.623666601107243,Normal,Hale_17
91,3.54525056187066,0.785936816863577,Normal,Hale_17
103,3.55319171712393,0.766644981000534,Normal,Hale_17
88,3.2269007791247,0.720718791735744,Normal,Hale_17
68,3.07664728977171,0.729148399467918,Normal,Hale_17
119,3.95754440983184,0.828090007620877,CRC,Hale_17
69,3.11878158241274,0.736585529680575,Normal,Hale_17
32,1.8655920718297,0.538296086070095,Normal,Hale_17
82,3.40987589801251,0.773790138804374,Normal,Hale_17
94,3.48563783652778,0.767204859814582,CRC,Hale_17
75,3.09939654497266,0.71787031335543,Normal,Hale_17
94,3.53368544046932,0.777780357607294,Normal,Hale_17
66,3.13769965584208,0.74891604417133,Normal,Hale_17
92,3.38320011389136,0.748199535702147,Normal,Hale_17
118,3.64404213600617,0.763840501490773,Normal,Hale_17
85,3.48292110067816,0.783973555338139,Normal,Hale_17
96,3.59934024725279,0.788577053341605,Normal,Hale_17
76,3.38880839364706,0.782502206294468,Normal,Hale_17
69,3.21543275142723,0.759412345423058,Normal,Hale_17
86,3.17473567553991,0.712727469232167,Normal,Hale_17
84,3.32661449800866,0.750790350636273,Normal,Hale_17
75,3.37022286420715,0.780598064332993,Normal,Hale_17
